source_row_id,cxc_id,cod_apli_prod,descri_cod_apli_prod,num_cta,cod_trn,descri_cod_trn,creation_date,last_payment_date,reference_date,vlr_original,vlr_pagado,vlr_pendiente_pago,age_days,days_since_last_payment,days_creation_to_last_payment,recovery_rate,pending_rate,payment_status,is_fully_paid,is_partially_paid,is_unpaid,is_amount_consistent,has_payment_date_without_paid_amount,age_bucket
16020,CXC_016020,D,CORRIENTE,38819431294,834,CARGO FISCAL TRANSACCIONAL,2025-05-14,2025-09-29,2025-11-03,4418.52,4418.52,0.0,173,35,138,1.0,0.0,pagada_total,1,0,0,1,0,91_180_dias
16021,CXC_016021,S,AHORRO,51319215887,1517,COBRO SERVICIO TRANSPORTE,2025-06-18,2025-10-12,2025-11-03,22537.11,22537.11,0.0,138,22,116,1.0,0.0,pagada_total,1,0,0,1,0,91_180_dias
16022,CXC_016022,S,AHORRO,89763625419,1340,TRANSFERENCIA INTERBANCOS,2024-12-23,2025-09-05,2025-11-03,546.27,546.27,0.0,315,59,256,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
16023,CXC_016023,S,AHORRO,43539053009,834,CARGO FISCAL TRANSACCIONAL,2025-02-08,2025-02-20,2025-11-03,4607.14,0.0,4607.14,268,256,12,0.0,1.0,sin_pago,0,0,1,1,1,181_360_dias
16024,CXC_016024,S,AHORRO,97347767273,329,DEBITO ABONO CARTERA,2025-02-16,2025-07-09,2025-11-03,1800.04,0.0,1800.04,260,117,143,0.0,1.0,sin_pago,0,0,1,1,1,181_360_dias
16025,CXC_016025,S,AHORRO,12455513537,2107,CARGO FISCAL IVA TRASLADO,2025-07-31,2025-10-03,2025-11-03,490.34,490.34,0.0,95,31,64,1.0,0.0,pagada_total,1,0,0,1,0,91_180_dias
16026,CXC_016026,S,AHORRO,77757585507,834,CARGO FISCAL TRANSACCIONAL,2025-06-04,2025-07-07,2025-11-03,87.68,87.68,0.0,152,119,33,1.0,0.0,pagada_total,1,0,0,1,0,91_180_dias
16027,CXC_016027,S,AHORRO,41079337726,788,TRANSFERENCIA CANAL FISICO,2025-02-26,2025-05-31,2025-11-03,1109.57,545.84,563.73,250,156,94,0.491938,0.508062,pago_parcial,0,1,0,1,0,181_360_dias
16028,CXC_016028,S,AHORRO,47316423045,176,COMISION RETIRO CORRESPONSAL B,2024-11-12,2025-10-27,2025-11-03,164.89,164.89,0.0,356,7,349,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
16029,CXC_016029,S,AHORRO,45727176797,834,CARGO FISCAL TRANSACCIONAL,2024-11-29,2025-03-13,2025-11-03,54.19,54.19,0.0,339,235,104,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
16030,CXC_016030,S,AHORRO,62236904441,834,CARGO FISCAL TRANSACCIONAL,2024-12-27,2025-07-22,2025-11-03,1094.31,1094.31,0.0,311,104,207,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
16031,CXC_016031,S,AHORRO,67433080135,176,COMISION RETIRO CORRESPONSAL B,2024-12-27,2025-03-21,2025-11-03,1295.82,1295.82,0.0,311,227,84,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
16032,CXC_016032,S,AHORRO,44404852357,87,CARGO FISCAL IVA COMISION B,2024-11-13,2025-01-20,2025-11-03,810.26,398.6,411.66,355,287,68,0.491941,0.508059,pago_parcial,0,1,0,1,0,181_360_dias
16033,CXC_016033,S,AHORRO,32468212593,834,CARGO FISCAL TRANSACCIONAL,2025-07-26,2025-10-01,2025-11-03,862.41,424.25,438.16,100,33,67,0.491935,0.508065,pago_parcial,0,1,0,1,0,91_180_dias
16034,CXC_016034,S,AHORRO,98411436027,2107,CARGO FISCAL IVA TRASLADO,2025-01-28,2025-05-21,2025-11-03,1023.55,0.0,1023.55,279,166,113,0.0,1.0,sin_pago,0,0,1,1,1,181_360_dias
16035,CXC_016035,S,AHORRO,59111420033,497,PAGO SERVICIO ELECTRONICO,2025-03-11,2025-09-19,2025-11-03,187.14,187.14,0.0,237,45,192,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
16036,CXC_016036,S,AHORRO,95489348083,497,PAGO SERVICIO ELECTRONICO,2025-03-08,2025-07-06,2025-11-03,1434.49,1434.49,0.0,240,120,120,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
16037,CXC_016037,S,AHORRO,74391206759,1517,COBRO SERVICIO TRANSPORTE,2024-12-09,2025-07-24,2025-11-03,402.32,402.32,0.0,329,102,227,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
16038,CXC_016038,S,AHORRO,42776372881,834,CARGO FISCAL TRANSACCIONAL,2025-05-11,2025-06-03,2025-11-03,230.8,113.54,117.26,176,153,23,0.491941,0.508059,pago_parcial,0,1,0,1,0,91_180_dias
16039,CXC_016039,S,AHORRO,43988762488,834,CARGO FISCAL TRANSACCIONAL,2025-03-27,2025-10-06,2025-11-03,804.3,804.3,0.0,221,28,193,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
16040,CXC_016040,S,AHORRO,20265989437,137,COMISION RETIRO CANAL A,2025-07-13,2025-10-04,2025-11-03,7486.72,7486.72,0.0,113,30,83,1.0,0.0,pagada_total,1,0,0,1,0,91_180_dias
16041,CXC_016041,S,AHORRO,15761555100,798,PAGO SEGURO FINANCIERO,2025-07-28,2025-10-08,2025-11-03,1350.9,1350.9,0.0,98,26,72,1.0,0.0,pagada_total,1,0,0,1,0,91_180_dias
16042,CXC_016042,S,AHORRO,92724002926,834,CARGO FISCAL TRANSACCIONAL,2025-03-16,2025-11-02,2025-11-03,3567.19,3567.19,0.0,232,1,231,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
16043,CXC_016043,S,AHORRO,30827847090,1683,COMISION RECAUDO CORRESPONSAL,2025-06-23,2025-10-23,2025-11-03,2669.76,2669.76,0.0,133,11,122,1.0,0.0,pagada_total,1,0,0,1,0,91_180_dias
16044,CXC_016044,S,AHORRO,26774060610,137,COMISION RETIRO CANAL A,2024-12-13,2025-06-21,2025-11-03,29625.16,29625.16,0.0,325,135,190,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
16045,CXC_016045,S,AHORRO,34018974656,1517,COBRO SERVICIO TRANSPORTE,2025-01-03,2025-07-27,2025-11-03,2403.52,2403.52,0.0,304,99,205,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
16046,CXC_016046,S,AHORRO,92344073017,1517,COBRO SERVICIO TRANSPORTE,2025-05-09,2025-09-11,2025-11-03,48420.59,48420.59,0.0,178,53,125,1.0,0.0,pagada_total,1,0,0,1,0,91_180_dias
16047,CXC_016047,S,AHORRO,41910900476,87,CARGO FISCAL IVA COMISION B,2025-01-04,2025-05-08,2025-11-03,4990.11,3736.53,1253.58,303,179,124,0.748787,0.251213,pago_parcial,0,1,0,1,0,181_360_dias
16048,CXC_016048,S,AHORRO,33793047612,75,OPERACION CAMBIO DIVISAS,2025-02-07,2025-10-13,2025-11-03,3080.69,0.0,3080.69,269,21,248,0.0,1.0,sin_pago,0,0,1,1,1,181_360_dias
16049,CXC_016049,S,AHORRO,68968284876,834,CARGO FISCAL TRANSACCIONAL,2024-12-13,2024-12-18,2025-11-03,4738.46,4738.46,0.0,325,320,5,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
16050,CXC_016050,S,AHORRO,79415527376,87,CARGO FISCAL IVA COMISION B,2025-06-18,2025-08-17,2025-11-03,5104.39,5104.39,0.0,138,78,60,1.0,0.0,pagada_total,1,0,0,1,0,91_180_dias
16051,CXC_016051,S,AHORRO,58536215056,834,CARGO FISCAL TRANSACCIONAL,2025-01-21,2025-03-27,2025-11-03,11300.48,0.0,11300.48,286,221,65,0.0,1.0,sin_pago,0,0,1,1,1,181_360_dias
16052,CXC_016052,S,AHORRO,90428040644,834,CARGO FISCAL TRANSACCIONAL,2025-04-23,2025-06-28,2025-11-03,7609.06,7609.06,0.0,194,128,66,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
16053,CXC_016053,S,AHORRO,73991840047,2106,COMISION TRANSFERENCIA EXTERNA B,2025-04-24,2025-07-20,2025-11-03,384.8,0.0,384.8,193,106,87,0.0,1.0,sin_pago,0,0,1,1,1,181_360_dias
16054,CXC_016054,S,AHORRO,98401761935,1517,COBRO SERVICIO TRANSPORTE,2025-02-19,2025-03-02,2025-11-03,682.23,682.23,0.0,257,246,11,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
16055,CXC_016055,S,AHORRO,77703395314,1941,RECARGA SERVICIO B,2025-01-16,2025-07-16,2025-11-03,570.05,570.05,0.0,291,110,181,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
16056,CXC_016056,S,AHORRO,61163742596,497,PAGO SERVICIO ELECTRONICO,2025-02-17,2025-07-03,2025-11-03,12662.81,12662.81,0.0,259,123,136,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
16057,CXC_016057,S,AHORRO,62283639357,1517,COBRO SERVICIO TRANSPORTE,2024-12-13,2025-04-09,2025-11-03,16534.73,16534.73,0.0,325,208,117,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
16058,CXC_016058,S,AHORRO,51437424892,834,CARGO FISCAL TRANSACCIONAL,2024-12-02,2025-03-31,2025-11-03,2543.11,2543.11,0.0,336,217,119,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
16059,CXC_016059,S,AHORRO,77669331569,1554,DEBITO OBLIGACION FINANCIERA,2025-06-02,2025-06-09,2025-11-03,706.33,706.33,0.0,154,147,7,1.0,0.0,pagada_total,1,0,0,1,0,91_180_dias
16060,CXC_016060,S,AHORRO,99273527746,1517,COBRO SERVICIO TRANSPORTE,2025-06-13,2025-09-07,2025-11-03,3097.14,3097.14,0.0,143,57,86,1.0,0.0,pagada_total,1,0,0,1,0,91_180_dias
16061,CXC_016061,S,AHORRO,91837834057,2107,CARGO FISCAL IVA TRASLADO,2025-06-20,2025-10-26,2025-11-03,14944.66,14944.66,0.0,136,8,128,1.0,0.0,pagada_total,1,0,0,1,0,91_180_dias
16062,CXC_016062,S,AHORRO,30905068775,834,CARGO FISCAL TRANSACCIONAL,2025-04-04,2025-09-11,2025-11-03,2322.63,2322.63,0.0,213,53,160,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
16063,CXC_016063,S,AHORRO,26775267696,87,CARGO FISCAL IVA COMISION B,2024-12-27,2025-10-06,2025-11-03,5321.53,5321.53,0.0,311,28,283,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
16064,CXC_016064,S,AHORRO,86309354862,834,CARGO FISCAL TRANSACCIONAL,2025-04-22,2025-04-25,2025-11-03,601.91,601.91,0.0,195,192,3,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
16065,CXC_016065,S,AHORRO,93000305173,834,CARGO FISCAL TRANSACCIONAL,2024-12-02,2025-08-05,2025-11-03,282.18,282.18,0.0,336,90,246,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
16066,CXC_016066,S,AHORRO,81122297950,834,CARGO FISCAL TRANSACCIONAL,2025-07-21,2025-08-30,2025-11-03,2370.61,1166.19,1204.42,105,65,40,0.491937,0.508063,pago_parcial,0,1,0,1,0,91_180_dias
16067,CXC_016067,S,AHORRO,88713563578,834,CARGO FISCAL TRANSACCIONAL,2025-01-30,2025-10-23,2025-11-03,2054.38,2054.38,0.0,277,11,266,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
16068,CXC_016068,S,AHORRO,42502948156,1517,COBRO SERVICIO TRANSPORTE,2025-05-04,2025-05-06,2025-11-03,1751.88,0.0,1751.88,183,181,2,0.0,1.0,sin_pago,0,0,1,1,1,181_360_dias
16069,CXC_016069,S,AHORRO,77097051937,2106,COMISION TRANSFERENCIA EXTERNA B,2025-03-10,2025-06-28,2025-11-03,69.01,69.01,0.0,238,128,110,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
16070,CXC_016070,S,AHORRO,35528688235,834,CARGO FISCAL TRANSACCIONAL,2025-05-07,2025-10-08,2025-11-03,7279.33,7279.33,0.0,180,26,154,1.0,0.0,pagada_total,1,0,0,1,0,91_180_dias
16071,CXC_016071,S,AHORRO,79498103737,1157,COMISION CONSULTA SALDO,2025-03-20,2025-05-10,2025-11-03,17835.28,0.0,17835.28,228,177,51,0.0,1.0,sin_pago,0,0,1,1,1,181_360_dias
16072,CXC_016072,S,AHORRO,99109300927,834,CARGO FISCAL TRANSACCIONAL,2025-02-12,2025-05-08,2025-11-03,3448.94,3448.94,0.0,264,179,85,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
16073,CXC_016073,S,AHORRO,62880782962,834,CARGO FISCAL TRANSACCIONAL,2025-03-14,2025-09-02,2025-11-03,10075.1,10075.1,0.0,234,62,172,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
16074,CXC_016074,S,AHORRO,82284979213,1157,COMISION CONSULTA SALDO,2025-06-14,2025-07-29,2025-11-03,49.32,24.26,25.06,142,97,45,0.49189,0.50811,pago_parcial,0,1,0,1,0,91_180_dias
16075,CXC_016075,S,AHORRO,52639845980,499,AJUSTE INTERES DEPOSITO,2025-03-11,2025-09-20,2025-11-03,1611.6,1611.6,0.0,237,44,193,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
16076,CXC_016076,S,AHORRO,49385347263,497,PAGO SERVICIO ELECTRONICO,2025-08-03,2025-09-03,2025-11-03,1757.92,1757.92,0.0,92,61,31,1.0,0.0,pagada_total,1,0,0,1,0,91_180_dias
16077,CXC_016077,S,AHORRO,61939356706,1787,PAGO PUNTO EXTERNO,2025-03-06,2025-05-03,2025-11-03,2053.3,2053.3,0.0,242,184,58,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
16078,CXC_016078,S,AHORRO,21803818782,1388,COMISION EXPEDICION DOCUMENTO,2025-06-18,2025-08-11,2025-11-03,2144.99,2144.99,0.0,138,84,54,1.0,0.0,pagada_total,1,0,0,1,0,91_180_dias
16079,CXC_016079,S,AHORRO,38973233899,2106,COMISION TRANSFERENCIA EXTERNA B,2025-06-30,2025-10-16,2025-11-03,12714.15,12714.15,0.0,126,18,108,1.0,0.0,pagada_total,1,0,0,1,0,91_180_dias
16080,CXC_016080,S,AHORRO,55322123480,103,RECARGA SERVICIO A,2025-01-22,2025-02-02,2025-11-03,985.17,985.17,0.0,285,274,11,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
16081,CXC_016081,S,AHORRO,22972182329,497,PAGO SERVICIO ELECTRONICO,2024-12-06,2024-12-14,2025-11-03,457.28,457.28,0.0,332,324,8,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
16082,CXC_016082,S,AHORRO,55276268061,834,CARGO FISCAL TRANSACCIONAL,2024-11-06,2025-04-24,2025-11-03,1390.43,1390.43,0.0,362,193,169,1.0,0.0,pagada_total,1,0,0,1,0,361_mas_dias
16083,CXC_016083,S,AHORRO,56625438333,834,CARGO FISCAL TRANSACCIONAL,2025-02-03,2025-05-02,2025-11-03,2673.65,2673.65,0.0,273,185,88,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
16084,CXC_016084,S,AHORRO,53283185021,284,PAGO TARJETA CREDITO A,2025-01-22,2025-08-25,2025-11-03,15716.19,15716.19,0.0,285,70,215,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
16085,CXC_016085,S,AHORRO,68646503718,834,CARGO FISCAL TRANSACCIONAL,2024-11-24,2025-05-14,2025-11-03,5675.16,2791.81,2883.35,344,173,171,0.491935,0.508065,pago_parcial,0,1,0,1,0,181_360_dias
16086,CXC_016086,S,AHORRO,58391865029,834,CARGO FISCAL TRANSACCIONAL,2025-07-10,2025-07-13,2025-11-03,9180.87,9180.87,0.0,116,113,3,1.0,0.0,pagada_total,1,0,0,1,0,91_180_dias
16087,CXC_016087,S,AHORRO,43174757633,329,DEBITO ABONO CARTERA,2025-04-06,2025-07-02,2025-11-03,3041.77,3041.77,0.0,211,124,87,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
16088,CXC_016088,S,AHORRO,20286526211,1517,COBRO SERVICIO TRANSPORTE,2025-05-05,2025-07-13,2025-11-03,2174.41,2174.41,0.0,182,113,69,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
16089,CXC_016089,S,AHORRO,26074137823,2107,CARGO FISCAL IVA TRASLADO,2025-07-02,2025-10-21,2025-11-03,670.85,670.85,0.0,124,13,111,1.0,0.0,pagada_total,1,0,0,1,0,91_180_dias
16090,CXC_016090,S,AHORRO,88227268878,176,COMISION RETIRO CORRESPONSAL B,2025-03-15,2025-09-17,2025-11-03,801.3,801.3,0.0,233,47,186,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
16091,CXC_016091,S,AHORRO,97999808460,1517,COBRO SERVICIO TRANSPORTE,2025-03-04,2025-04-08,2025-11-03,3657.17,3657.17,0.0,244,209,35,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
16092,CXC_016092,S,AHORRO,56691705813,1517,COBRO SERVICIO TRANSPORTE,2024-11-23,2025-04-29,2025-11-03,5864.83,5864.83,0.0,345,188,157,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
16093,CXC_016093,S,AHORRO,10063551804,834,CARGO FISCAL TRANSACCIONAL,2024-11-05,2025-05-21,2025-11-03,1218.68,1218.68,0.0,363,166,197,1.0,0.0,pagada_total,1,0,0,1,0,361_mas_dias
16094,CXC_016094,S,AHORRO,27323472895,2048,COMISION TRANSFERENCIA EXTERNA A,2025-06-06,2025-09-07,2025-11-03,7660.37,7660.37,0.0,150,57,93,1.0,0.0,pagada_total,1,0,0,1,0,91_180_dias
16095,CXC_016095,S,AHORRO,47855590351,2107,CARGO FISCAL IVA TRASLADO,2025-04-03,2025-05-15,2025-11-03,1743.38,1743.38,0.0,214,172,42,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
16096,CXC_016096,S,AHORRO,15364369161,834,CARGO FISCAL TRANSACCIONAL,2025-04-17,2025-10-03,2025-11-03,4103.27,4103.27,0.0,200,31,169,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
16097,CXC_016097,S,AHORRO,49227373487,834,CARGO FISCAL TRANSACCIONAL,2025-04-21,2025-10-18,2025-11-03,908.07,908.07,0.0,196,16,180,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
16098,CXC_016098,S,AHORRO,10812373252,834,CARGO FISCAL TRANSACCIONAL,2025-08-04,2025-10-12,2025-11-03,3812.21,3812.21,0.0,91,22,69,1.0,0.0,pagada_total,1,0,0,1,0,91_180_dias
16099,CXC_016099,S,AHORRO,91816965768,834,CARGO FISCAL TRANSACCIONAL,2025-07-06,2025-08-10,2025-11-03,3545.6,3545.6,0.0,120,85,35,1.0,0.0,pagada_total,1,0,0,1,0,91_180_dias
16100,CXC_016100,S,AHORRO,65364959612,1517,COBRO SERVICIO TRANSPORTE,2024-12-12,2024-12-17,2025-11-03,18346.77,18346.77,0.0,326,321,5,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
16101,CXC_016101,S,AHORRO,62229578523,137,COMISION RETIRO CANAL A,2025-05-30,2025-10-21,2025-11-03,31198.54,31198.54,0.0,157,13,144,1.0,0.0,pagada_total,1,0,0,1,0,91_180_dias
16102,CXC_016102,S,AHORRO,28806322677,1517,COBRO SERVICIO TRANSPORTE,2025-05-08,2025-07-12,2025-11-03,741.46,741.46,0.0,179,114,65,1.0,0.0,pagada_total,1,0,0,1,0,91_180_dias
16103,CXC_016103,S,AHORRO,63006047853,103,RECARGA SERVICIO A,2025-02-06,2025-07-12,2025-11-03,948.84,948.84,0.0,270,114,156,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
16104,CXC_016104,S,AHORRO,25592809116,2106,COMISION TRANSFERENCIA EXTERNA B,2025-03-09,2025-04-05,2025-11-03,113.04,90.5,22.54,239,212,27,0.800602,0.199398,pago_parcial,0,1,0,1,0,181_360_dias
16105,CXC_016105,S,AHORRO,85924316134,1705,TRANSFERENCIA BOTON DIGITAL,2025-05-27,2025-06-29,2025-11-03,8582.65,8582.65,0.0,160,127,33,1.0,0.0,pagada_total,1,0,0,1,0,91_180_dias
16106,CXC_016106,S,AHORRO,97717446067,2106,COMISION TRANSFERENCIA EXTERNA B,2025-04-14,2025-06-21,2025-11-03,4195.56,4195.56,0.0,203,135,68,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
16107,CXC_016107,S,AHORRO,42694767133,87,CARGO FISCAL IVA COMISION B,2024-12-22,2025-02-06,2025-11-03,13446.34,0.0,13446.34,316,270,46,0.0,1.0,sin_pago,0,0,1,1,1,181_360_dias
16108,CXC_016108,S,AHORRO,91464809050,1517,COBRO SERVICIO TRANSPORTE,2025-03-04,2025-04-06,2025-11-03,59.95,59.95,0.0,244,211,33,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
16109,CXC_016109,S,AHORRO,89923750999,137,COMISION RETIRO CANAL A,2025-07-04,2025-07-05,2025-11-03,2921.98,0.0,2921.98,122,121,1,0.0,1.0,sin_pago,0,0,1,1,1,91_180_dias
16110,CXC_016110,S,AHORRO,37327484377,834,CARGO FISCAL TRANSACCIONAL,2024-11-29,2025-07-16,2025-11-03,2903.8,2903.8,0.0,339,110,229,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
16111,CXC_016111,S,AHORRO,67559742003,497,PAGO SERVICIO ELECTRONICO,2024-12-17,2025-05-23,2025-11-03,15188.27,15188.27,0.0,321,164,157,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
16112,CXC_016112,S,AHORRO,42104924114,1517,COBRO SERVICIO TRANSPORTE,2024-12-25,2025-02-20,2025-11-03,315.79,315.79,0.0,313,256,57,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
16113,CXC_016113,S,AHORRO,73942512214,834,CARGO FISCAL TRANSACCIONAL,2025-03-27,2025-06-28,2025-11-03,2781.73,2781.73,0.0,221,128,93,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
16114,CXC_016114,S,AHORRO,85821749516,834,CARGO FISCAL TRANSACCIONAL,2025-03-30,2025-09-30,2025-11-03,1490.3,1490.3,0.0,218,34,184,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
16115,CXC_016115,S,AHORRO,52440043816,1517,COBRO SERVICIO TRANSPORTE,2025-01-02,2025-03-19,2025-11-03,8857.16,8857.16,0.0,305,229,76,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
16116,CXC_016116,S,AHORRO,34974848191,1517,COBRO SERVICIO TRANSPORTE,2024-12-27,2025-10-22,2025-11-03,2091.95,2091.95,0.0,311,12,299,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
16117,CXC_016117,S,AHORRO,80997011349,834,CARGO FISCAL TRANSACCIONAL,2024-12-15,2025-04-30,2025-11-03,11661.19,11661.19,0.0,323,187,136,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
16118,CXC_016118,S,AHORRO,22328846861,1517,COBRO SERVICIO TRANSPORTE,2025-07-07,2025-10-19,2025-11-03,2165.54,2165.54,0.0,119,15,104,1.0,0.0,pagada_total,1,0,0,1,0,91_180_dias
16119,CXC_016119,S,AHORRO,62460371504,834,CARGO FISCAL TRANSACCIONAL,2024-12-15,2025-10-26,2025-11-03,7630.36,7630.36,0.0,323,8,315,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
16120,CXC_016120,S,AHORRO,59309794086,2297,RETIRO INTERNACIONAL,2025-08-03,2025-09-28,2025-11-03,1702.07,1702.07,0.0,92,36,56,1.0,0.0,pagada_total,1,0,0,1,0,91_180_dias
16121,CXC_016121,S,AHORRO,44223914481,1517,COBRO SERVICIO TRANSPORTE,2025-01-01,2025-02-02,2025-11-03,4278.38,4278.38,0.0,306,274,32,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
16122,CXC_016122,S,AHORRO,16531489873,834,CARGO FISCAL TRANSACCIONAL,2025-03-08,2025-05-13,2025-11-03,999.91,999.91,0.0,240,174,66,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
16123,CXC_016123,S,AHORRO,98962334178,1517,COBRO SERVICIO TRANSPORTE,2025-05-03,2025-05-09,2025-11-03,1356.05,1356.05,0.0,184,178,6,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
16124,CXC_016124,S,AHORRO,37279969083,834,CARGO FISCAL TRANSACCIONAL,2024-11-04,2024-12-13,2025-11-03,169.26,169.26,0.0,364,325,39,1.0,0.0,pagada_total,1,0,0,1,0,361_mas_dias
16125,CXC_016125,S,AHORRO,46748998990,176,COMISION RETIRO CORRESPONSAL B,2024-11-03,2025-07-22,2025-11-03,3662.19,3662.19,0.0,365,104,261,1.0,0.0,pagada_total,1,0,0,1,0,361_mas_dias
16126,CXC_016126,S,AHORRO,17311779676,834,CARGO FISCAL TRANSACCIONAL,2024-12-11,2025-07-29,2025-11-03,1821.04,1821.04,0.0,327,97,230,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
16127,CXC_016127,S,AHORRO,77976754331,834,CARGO FISCAL TRANSACCIONAL,2025-03-17,2025-08-30,2025-11-03,6236.47,6236.47,0.0,231,65,166,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
16128,CXC_016128,S,AHORRO,97740334928,1049,TRASLADO INTERBANCOS VIRTUAL,2025-04-23,2025-05-08,2025-11-03,19067.76,19067.76,0.0,194,179,15,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
16129,CXC_016129,S,AHORRO,31433060729,1517,COBRO SERVICIO TRANSPORTE,2024-11-05,2025-10-14,2025-11-03,2837.07,2837.07,0.0,363,20,343,1.0,0.0,pagada_total,1,0,0,1,0,361_mas_dias
16130,CXC_016130,S,AHORRO,37355592699,834,CARGO FISCAL TRANSACCIONAL,2025-07-08,2025-09-27,2025-11-03,4852.11,4852.11,0.0,118,37,81,1.0,0.0,pagada_total,1,0,0,1,0,91_180_dias
16131,CXC_016131,S,AHORRO,11316879573,137,COMISION RETIRO CANAL A,2025-04-05,2025-05-04,2025-11-03,2035.12,2035.12,0.0,212,183,29,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
16132,CXC_016132,S,AHORRO,16569379957,497,PAGO SERVICIO ELECTRONICO,2025-06-26,2025-07-12,2025-11-03,1994.03,1994.03,0.0,130,114,16,1.0,0.0,pagada_total,1,0,0,1,0,91_180_dias
16133,CXC_016133,S,AHORRO,97217073351,176,COMISION RETIRO CORRESPONSAL B,2025-06-04,2025-09-28,2025-11-03,1759.79,1759.79,0.0,152,36,116,1.0,0.0,pagada_total,1,0,0,1,0,91_180_dias
16134,CXC_016134,S,AHORRO,89975355158,834,CARGO FISCAL TRANSACCIONAL,2025-05-21,2025-08-04,2025-11-03,5152.99,5152.99,0.0,166,91,75,1.0,0.0,pagada_total,1,0,0,1,0,91_180_dias
16135,CXC_016135,S,AHORRO,11445840168,1288,COMPRA ESTABLECIMIENTO A,2024-11-28,2025-09-13,2025-11-03,20986.48,20986.48,0.0,340,51,289,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
16136,CXC_016136,S,AHORRO,56387158852,1517,COBRO SERVICIO TRANSPORTE,2024-12-14,2025-01-27,2025-11-03,6952.92,6952.92,0.0,324,280,44,1.0,0.0,pagada_total,1,0,0,1,0,181_360_dias
16137,CXC_016137,S,AHORRO,15417071032,1517,COBRO SERVICIO TRANSPORTE,2025-05-25,2025-08-30,2025-11-03,2493.18,2493.18,0.0,162,65,97,1.0,0.0,pagada_total,1,0,0,1,0,91_180_dias
